id,code,title
3581,2653,Maragle
3582,2653,Munderoo
3583,2653,Paddys River
3584,2653,Taradale
3585,2653,Tumbarumba
3586,2653,Willigobung
3587,2655,Birdlip
3588,2655,French Park
3589,2655,Kubura
3590,2655,The Rock
3591,2655,Tootool
3592,2656,Brookdale
3593,2656,Lockhart
3594,2656,Milbrulong
3595,2656,Osborne
3596,2656,Urangeline
3597,2656,Urangeline East
3598,2658,Grubben
3599,2658,Henty
3600,2658,Munyabla
3601,2658,Pleasant Hills
3602,2658,Ryan
3603,2659,Alma Park
3604,2659,Walla Walla
3605,2660,Carnsdale
3606,2660,Culcairn
3607,2660,Morven
3608,2661,Kapooka
3609,2663,Bundure
3610,2663,Cooba
3611,2663,Cowabbie
3612,2663,Erin Vale
3613,2663,Eurongilly
3614,2663,Junee
3615,2663,Landervale
3616,2663,Marinna
3617,2663,Wantiool
3618,2665,Ardlethan
3619,2665,Ariah Park
3620,2665,Barellan
3621,2665,Beckom
3622,2665,Bectric
3623,2665,Binya
3624,2665,Kamarah
3625,2665,Mirrool
3626,2665,Moombooldool
3627,2665,Mount Crystal
3628,2665,Tara
3629,2665,Walleroobie
3630,2666,Combaning
3631,2666,Dirnaseer
3632,2666,Gidginbung
3633,2666,Grogan
3634,2666,Junee Reefs
3635,2666,Mimosa
3636,2666,Morangarell
3637,2666,Narraburra
3638,2666,Pucawan
3639,2666,Quandary
3640,2666,Reefton
3641,2666,Sebastopol
3642,2666,Springdale
3643,2666,Temora
3644,2666,Trungley Hall
3645,2668,Barmedman
3646,2669,Bygalorie
3647,2669,Erigolia
3648,2669,Girral
3649,2669,Gubbata
3650,2669,Kikoira
3651,2669,Melbergen
3652,2669,Naradhan
3653,2669,North Yalgogrin
3654,2669,Rankins Springs
3655,2669,Tallimba
3656,2669,Tullibigeal
3657,2669,Ungarie
3658,2669,Weethalle
3659,2669,Weja
3660,2669,Yaddra
3661,2671,Alleena
3662,2671,Burcher
3663,2671,Lake Cowal
3664,2671,West Wyalong
3665,2671,Wyalong
3666,2672,Burgooney
3667,2672,Lake Cargelligo
3668,2672,Murrin Bridge
3669,2672,Wargambegal
3670,2675,Hillston
3671,2675,Lake Brewster
3672,2675,Monia Gap
3673,2675,Roto
3674,2675,Wallanthery
3675,2675,White Top
3676,2680,Beelbangera
3677,2680,Benerembah
3678,2680,Bilbul
3679,2680,Griffith
3680,2680,Griffith East
3681,2680,Hanwood
3682,2680,Kooba
3683,2680,Lake Wyangan
3684,2680,Nericon
3685,2680,Tharbogang
3686,2680,Warburn
3687,2680,Warrawidgee
3688,2680,Widgelli
3689,2680,Willbriggie
3690,2680,Yoogali
3691,2681,Myall Park
3692,2681,Yenda
3693,2700,Birrego
3694,2700,Colinroobie
3695,2700,Corobimilla
3696,2700,Cudgel
3697,2700,Faithfull
3698,2700,Kywong
3699,2700,Morundah
3700,2700,Narrandera
3701,2700,Paynters Siding
3702,2700,Sandigo
3703,2700,Uroly
3704,2700,Widgiewa
3705,2701,Coolamon
3706,2701,Methul
3707,2701,Rannock
3708,2701,Tooyal
3709,2702,Ganmain
3710,2703,Yanco
3711,2705,Brobenah
3712,2705,Calorafield
3713,2705,Corbie Hill
3714,2705,Gogeldrie
3715,2705,Leeton
3716,2705,Merungle Hill
3717,2705,Murrami
3718,2705,Stanbridge
3719,2705,Wamoon
3720,2705,Whitton
3721,2706,Darlington Point
3722,2707,Argoon
3723,2707,Coleambally
3724,2710,Barratta
3725,2710,Benarca
3726,2710,Birganbigil
3727,2710,Booroorban
3728,2710,Brassi
3729,2710,Caldwell
3730,2710,Calimo
3731,2710,Conargo
3732,2710,Coree
3733,2710,Cornalla
3734,2710,Deniliquin
3735,2710,Gulpa
3736,2710,Hartwood
3737,2710,Hill Plain
3738,2710,Jimaringle
3739,2710,Lindifferon
3740,2710,Mathoura
3741,2710,Mayrung
3742,2710,Moira
3743,2710,Moonahcullah
3744,2710,Moonbria
3745,2710,Morago
3746,2710,Pretty Pine
3747,2710,Steam Plains
3748,2710,Stud Park
3749,2710,Wakool
3750,2710,Wandook
3751,2710,Wanganella
3752,2710,Warragoon
3753,2710,Willurah
3754,2710,Yallakool
3755,2711,Booligal
3756,2711,Carrathool
3757,2711,Gunbar
3758,2711,Hay
3759,2711,Hay South
3760,2711,Maude
3761,2711,One Tree
3762,2711,Oxley
3763,2712,Berrigan
3764,2712,Boomanoomana
3765,2713,Blighty
3766,2713,Finley
3767,2713,Logie Brae
3768,2713,Myrtle Park
3769,2713,Retreat
3770,2714,Pine Lodge
3771,2714,Tocumwal
3772,2714,Tuppal
3773,2715,Balranald
3774,2715,Hatfield
3775,2715,Penarie
3776,2715,The Vale
3777,2716,Coree South
3778,2716,Four Corners
3779,2716,Jerilderie
3780,2716,Mabins Well
3781,2717,Dareton
3782,2720,Argalong
3783,2720,Blowering
3784,2720,Bogong Peaks Wilderness
3785,2720,Bombowlee
3786,2720,Bombowlee Creek
3787,2720,Buddong
3788,2720,Courajago
3789,2720,Gadara
3790,2720,Gilmore
3791,2720,Gocup
3792,2720,Goobarragandra
3793,2720,Jones Bridge
3794,2720,Killimicat
3795,2720,Lacmalac
3796,2720,Little River
3797,2720,Midway
3798,2720,Minjary
3799,2720,Mundongo
3800,2720,Pinbeyan
3801,2720,Red Hill
3802,2720,Talbingo
3803,2720,Tumorrama
3804,2720,Tumut
3805,2720,Tumut Plains
3806,2720,Wereboldera
3807,2720,Wermatong
3808,2720,Windowie
3809,2720,Wyangle
3810,2720,Yarrangobilly
3811,2721,Bland
3812,2721,Quandialla
3813,2722,Bongalong
3814,2722,Bongongalong
3815,2722,Brungle
3816,2722,Brungle Creek
3817,2722,Burra Creek
3818,2722,Darbalara
3819,2722,Edwardstown
3820,2722,Gundagai
3821,2722,Jackalass
3822,2722,Jones Creek
3823,2722,Muttama
3824,2722,Nangus
3825,2722,Reno
3826,2722,South Gundagai
3827,2722,Tarrabandra
3828,2722,Wagragobilly
3829,2722,Willie Ploma
3830,2725,Stockinbingal
3831,2726,Bundarbo
3832,2726,Jugiong
3833,2727,Adjungbilly
3834,2727,Coolac
3835,2727,Mingay
3836,2729,Adelong
3837,2729,Back Creek
3838,2729,Bangadang
3839,2729,Black Creek
3840,2729,Califat
3841,2729,Cooleys Creek
3842,2729,Darlow
3843,2729,Ellerslie
3844,2729,Grahamstown
3845,2729,Mount Adrah
3846,2729,Mount Horeb
3847,2729,Mundarlo
3848,2729,Sandy Gully
3849,2729,Sharps Creek
3850,2729,The Grove
3851,2729,Tumblong
3852,2729,Westwood
3853,2729,Wondalga
3854,2729,Yaven Creek
3855,2730,Bago
3856,2730,Batlow
3857,2730,Green Hills
3858,2730,Kunama
3859,2730,Lower Bago
3860,2731,Bunnaloo
3861,2731,Moama
3862,2731,Tantonan
3863,2731,Womboota
3864,2732,Barham
3865,2732,Burraboi
3866,2732,Noorong
3867,2732,Thule
3868,2732,Tullakool
3869,2733,Dhuragoon
3870,2733,Moulamein
3871,2733,Niemur
3872,2733,Perekerten
3873,2735,Koraleigh
3874,2736,Goodnight
3875,2736,Tooleybuc
3876,2737,Benanee
3877,2737,Euston
3878,2738,Gol Gol
3879,2738,Monak
3880,2738,Trentham Cliffs
3881,2739,Buronga
3882,2745,Glenmore Park
3883,2745,Greendale
3884,2745,Luddenham
3885,2745,Mulgoa
3886,2745,Regentville
3887,2745,Wallacia
3888,2747,Cambridge Gardens
3889,2747,Cambridge Park
3890,2747,Claremont Meadows
3891,2747,Kingswood
3892,2747,Llandilo
3893,2747,Shanes Park
3894,2747,Werrington
3895,2747,Werrington County
3896,2747,Werrington Downs
3897,2748,Orchard Hills
3898,2749,Castlereagh
3899,2749,Cranebrook
3900,2750,Emu Heights
3901,2750,Emu Plains
3902,2750,Jamisontown
3903,2750,Leonay
3904,2750,Penrith
3905,2750,Penrith Plaza
3906,2750,Penrith South
3907,2750,South Penrith
3908,2752,Silverdale
3909,2752,Warragamba
3910,2753,Agnes Banks
3911,2753,Bowen Mountain
3912,2753,Grose Vale
3913,2753,Grose Wold
3914,2753,Hobartville
3915,2753,Londonderry
3916,2753,Richmond
3917,2753,Yarramundi
3918,2754,North Richmond
3919,2754,Tennyson
3920,2754,The Slopes
3921,2755,Richmond
3922,2756,Bligh Park
3923,2756,Cattai
3924,2756,Central Colo
3925,2756,Clarendon
3926,2756,Colo
3927,2756,Colo Heights
3928,2756,Cornwallis
3929,2756,Ebenezer
3930,2756,Freemans Reach
3931,2756,Glossodia
3932,2756,Leets Vale
3933,2756,Lower Portland
3934,2756,Maroota
3935,2756,Mcgraths Hill
3936,2756,Mellong
3937,2756,Mulgrave
3938,2756,Pitt Town
3939,2756,Sackville
3940,2756,Sackville North
3941,2756,Scheyville
3942,2756,South Maroota
3943,2756,South Windsor
3944,2756,Upper Colo
3945,2756,Wilberforce
3946,2756,Windsor
3947,2756,Windsor Downs
3948,2757,Kurmond
3949,2758,Berambing
3950,2758,Bilpin
3951,2758,Blaxlands Ridge
3952,2758,East Kurrajong
3953,2758,Kurrajong
3954,2758,Kurrajong Heights
3955,2758,Kurrajong Hills
3956,2758,Mount Tomah
3957,2758,Wheeny Creek
3958,2759,Erskine Park
3959,2759,St Clair
3960,2760,Colyton
3961,2760,North St Marys
3962,2760,Oxley Park
3963,2760,St Marys
3964,2760,St Marys East
3965,2760,St Marys South
3966,2761,Colebee
3967,2761,Dean Park
3968,2761,Glendenning
3969,2761,Hassall Grove
3970,2761,Oakhurst
3971,2761,Plumpton
3972,2762,Schofields
3973,2763,Acacia Gardens
3974,2763,Quakers Hill
3975,2765,Berkshire Park
3976,2765,Box Hill
3977,2765,Maraylya
3978,2765,Marsden Park
3979,2765,Nelson
3980,2765,Oakville
3981,2765,Riverstone
3982,2765,Vineyard
3983,2766,Eastern Creek
3984,2766,Rooty Hill
3985,2767,Doonside
3986,2767,Woodcroft
3987,2768,Glenwood
3988,2768,Parklea
3989,2768,Stanhope Gardens
3990,2769,The Ponds
3991,2770,Bidwill
3992,2770,Blackett
3993,2770,Dharruk
3994,2770,Emerton
3995,2770,Hebersham
3996,2770,Lethbridge Park
3997,2770,Minchinbury
3998,2770,Mount Druitt
3999,2770,Mount Druitt Village
4000,2770,Shalvey
4001,2770,Tregear
4002,2770,Whalan
4003,2770,Willmot
4004,2773,Glenbrook
4005,2773,Lapstone
4006,2774,Blaxland
4007,2774,Blaxland East
4008,2774,Mount Riverview
4009,2774,Warrimoo
4010,2775,Central Macdonald
4011,2775,Fernances
4012,2775,Gunderman
4013,2775,Higher Macdonald
4014,2775,Laughtondale
4015,2775,Lower Hawkesbury
4016,2775,Lower Macdonald
4017,2775,Marlow
4018,2775,Spencer
4019,2775,St Albans
4020,2775,Upper Macdonald
4021,2775,Webbs Creek
4022,2775,Wisemans Ferry
4023,2776,Faulconbridge
4024,2777,Hawkesbury Heights
4025,2777,Springwood
4026,2777,Sun Valley
4027,2777,Valley Heights
4028,2777,Winmalee
4029,2777,Yellow Rock
4030,2778,Linden
4031,2778,Woodford
4032,2779,Hazelbrook
4033,2780,Katoomba
4034,2780,Leura
4035,2780,Medlow Bath
4036,2780,Yosemite
4037,2782,Wentworth Falls
4038,2783,Lawson
4039,2784,Bullaburra
4040,2785,Blackheath
4041,2785,Megalong
4042,2785,Shipley
4043,2786,Bell
4044,2786,Dargan
4045,2786,Mount Irvine
4046,2786,Mount Victoria
4047,2786,Mount Wilson
4048,2787,Black Springs
4049,2787,Chatham Valley
4050,2787,Duckmaloi
4051,2787,Edith
4052,2787,Gingkin
4053,2787,Gurnang
4054,2787,Hazelgrove
4055,2787,Jaunter
4056,2787,Kanangra
4057,2787,Mayfield
4058,2787,Mount Olive
4059,2787,Mount Werong
4060,2787,Mozart
4061,2787,Norway
4062,2787,Oberon
4063,2787,Porters Retreat
4064,2787,Shooters Hill
4065,2787,Tarana
4066,2787,The Meadows
4067,2787,Yerranderie
4068,2790,Ben Bullen
4069,2790,Blackmans Flat
4070,2790,Bowenfels
4071,2790,Clarence
4072,2790,Cobar Park
4073,2790,Corney Town
4074,2790,Cullen Bullen
4075,2790,Ganbenang
4076,2790,Hampton
4077,2790,Hartley
4078,2790,Hartley Vale
4079,2790,Jenolan
4080,2790,Jenolan Caves
4081,2790,Kanimbla
4082,2790,Lidsdale
4083,2790,Lithgow
4084,2790,Little Hartley
4085,2790,Lowther
4086,2790,Marrangaroo
4087,2790,Mount Lambie
4088,2790,Newnes
4089,2790,Rydal
4090,2790,Sodwalls
4091,2790,South Bowenfels
4092,2790,Wolgan Valley
4093,2791,Carcoar
4094,2791,Errowanbang
4095,2792,Burnt Yards
4096,2792,Mandurama
4097,2793,Darbys Falls
4098,2793,Mount Mcdonald
4099,2793,Woodstock
4100,2794,Bumbaldry
4101,2794,Cowra
4102,2794,Hovells Creek
4103,2794,Mount Collins
4104,2794,Noonbinna
4105,2794,Wattamondara
4106,2794,Westville
4107,2795,Abercrombie
4108,2795,Abercrombie River
4109,2795,Arkell
4110,2795,Arkstone
4111,2795,Bald Ridge
4112,2795,Ballyroe
4113,2795,Bathampton
4114,2795,Bathurst
4115,2795,Billywillinga
4116,2795,Box Ridge
4117,2795,Brewongle
4118,2795,Bruinbun
4119,2795,Burraga
4120,2795,Caloola
4121,2795,Charles Sturt University
4122,2795,Charlton
4123,2795,Clear Creek
4124,2795,Colo
4125,2795,Copperhannia
4126,2795,Cow Flat
4127,2795,Crudine
4128,2795,Curragh
4129,2795,Dark Corner
4130,2795,Dog Rocks
4131,2795,Dunkeld
4132,2795,Duramana
4133,2795,Eglinton
4134,2795,Essington
4135,2795,Evans Plains
4136,2795,Fitzgeralds Valley
4137,2795,Forest Grove
4138,2795,Fosters Valley
4139,2795,Freemantle
4140,2795,Garthowen
4141,2795,Gemalla
4142,2795,Georges Plains
4143,2795,Gilmandyke
4144,2795,Glanmire
4145,2795,Gormans Hill
4146,2795,Gowan
4147,2795,Hobbys Yards
4148,2795,Isabella
4149,2795,Jeremy
4150,2795,Judds Creek
4151,2795,Kelso
4152,2795,Killongbutta
4153,2795,Kirkconnell
4154,2795,Laffing Waters
4155,2795,Limekilns
4156,2795,Llanarth
4157,2795,Locksley
4158,2795,Meadow Flat
4159,2795,Milkers Flat
4160,2795,Millah Murrah
4161,2795,Mitchell
4162,2795,Moorilda
4163,2795,Mount David
4164,2795,Mount Panorama
4165,2795,Mount Rankin
4166,2795,Napoleon Reef
4167,2795,Newbridge
4168,2795,O'Connell
4169,2795,Oconnell
4170,2795,Orton Park
4171,2795,Paling Yards
4172,2795,Palmers Oaky
4173,2795,Peel
4174,2795,Perthville
4175,2795,Raglan
4176,2795,Robin Hill
4177,2795,Rock Forest
4178,2795,Rockley
4179,2795,Rockley Mount
4180,2795,Sofala
4181,2795,South Bathurst
4182,2795,Stewarts Mount
4183,2795,Sunny Corner
4184,2795,Tambaroora
4185,2795,The Lagoon
4186,2795,The Rocks
4187,2795,Triangle Flat
4188,2795,Trunkey Creek
4189,2795,Turondale
4190,2795,Twenty Forests
4191,2795,Upper Turon
4192,2795,Walang
4193,2795,Wambool
4194,2795,Wattle Flat
4195,2795,Watton
4196,2795,West Bathurst
4197,2795,White Rock
4198,2795,Wiagdon
4199,2795,Wimbledon
4200,2795,Winburndale
4201,2795,Windradyne
4202,2795,Wisemans Creek
4203,2795,Yarras
4204,2795,Yetholme
4205,2797,Garland
4206,2797,Lyndhurst
4207,2798,Beneree
4208,2798,Byng
4209,2798,Flyers Creek
4210,2798,Forest Reefs
4211,2798,Guyong
4212,2798,Millthorpe
4213,2798,Spring Terrace
4214,2798,Tallwood
4215,2799,Barry
4216,2799,Blayney
4217,2799,Browns Creek
4218,2799,Fitzgeralds Mount
4219,2799,Kings Plains
4220,2799,Neville
4221,2799,Vittoria
4222,2800,Ammerdown
4223,2800,Belgravia
4224,2800,Bletchington
4225,2800,Bloomfield
4226,2800,Borenore
4227,2800,Bowen
4228,2800,Cadia
4229,2800,Calare
4230,2800,Canobolas
4231,2800,Cargo
4232,2800,Cheesemans Creek
4233,2800,Clergate
4234,2800,Clifton Grove
4235,2800,Cranbury
4236,2800,Cullya
4237,2800,Four Mile Creek
4238,2800,Glenroi
4239,2800,Huntley
4240,2800,Kaleentha
4241,2800,Kerrs Creek
4242,2800,Lewis Ponds
4243,2800,Long Point
4244,2800,Lower Lewis Ponds
4245,2800,Lucknow
4246,2800,March
4247,2800,Mullion Creek
4248,2800,Narrambla
4249,2800,Nashdale
4250,2800,Ophir
4251,2800,Orange
4252,2800,Orange East
4253,2800,Panuara
4254,2800,Pinnacle
4255,2800,Shadforth
4256,2800,Spring Creek
4257,2800,Spring Hill
4258,2800,Springside
4259,2800,Suma Park
4260,2800,Summer Hill
4261,2800,Towac
4262,2800,Warrendine
4263,2803,Bendick Murrell
4264,2803,Crowther
4265,2803,Wirrimah
4266,2804,Billimari
4267,2804,Burdett
4268,2804,Canowindra
4269,2804,Moorbel
4270,2804,Nyrang Creek
4271,2805,Gooloogong
4272,2806,Eugowra
4273,2806,Nanami
4274,2806,Trajere
4275,2807,Koorawatha
4276,2809,Greenethorpe
4277,2810,Bimbi
4278,2810,Caragabal
4279,2810,Glenelg
4280,2810,Grenfell
4281,2810,Piney Range
4282,2810,Pinnacle
4283,2810,Pullabooka
4284,2810,Warraderry
4285,2820,Apsley
4286,2820,Arthurville
4287,2820,Bakers Swamp
4288,2820,Bodangora
4289,2820,Comobella
4290,2820,Curra Creek
4291,2820,Dripstone
4292,2820,Farnham
4293,2820,Gollan
4294,2820,Lake Burrendong
4295,2820,Lincoln
4296,2820,Maryvale
4297,2820,Montefiores
4298,2820,Mookerawa
4299,2820,Mount Aquila
4300,2820,Mount Arthur
4301,2820,Mumbil
4302,2820,Nanima
4303,2820,Neurea
4304,2820,North Yeoval
4305,2820,Spicers Creek
4306,2820,Stuart Town
4307,2820,Suntop
4308,2820,Walmer
4309,2820,Wellington
4310,2820,Wuuluman
4311,2820,Yarragal
4312,2821,Burroway
4313,2821,Narromine
4314,2821,Wyanga
4315,2823,Bundemar
4316,2823,Cathundral
4317,2823,Dandaloo
4318,2823,Gin Gin
4319,2823,Trangie
4320,2824,Beemunnel
4321,2824,Eenaweena
4322,2824,Marthaguy
4323,2824,Mount Foster
4324,2824,Mount Harris
4325,2824,Mumblebone Plain
4326,2824,Pigeonbah
4327,2824,Ravenswood
4328,2824,Snakes Plain
4329,2824,Tenandra
4330,2824,Warren
4331,2825,Bogan
4332,2825,Canonba
4333,2825,Miandetta
4334,2825,Mullengudgery
4335,2825,Nyngan
4336,2825,Warrigal
4337,2827,Bearbong
4338,2827,Biddon
4339,2827,Breelong
4340,2827,Collie
4341,2827,Curban
4342,2827,Gilgandra
4343,2827,Merrigal
4344,2828,Black Hollow
4345,2828,Bourbah
4346,2828,Gulargambone
4347,2828,Tonderburine
4348,2828,Warrumbungle
4349,2829,Combara
4350,2829,Conimbia
4351,2829,Coonamble
4352,2829,Gilgooma
4353,2829,Magometon
4354,2829,Teridgerie
4355,2830,Ballimore
4356,2830,Barbigal
4357,2830,Beni
4358,2830,Boothenba
4359,2830,Brocklehurst
4360,2830,Cumboogle
4361,2830,Delroy Gardens
4362,2830,Dickygundi
4363,2830,Dubbo
4364,2830,Dubbo East
4365,2830,Dubbo Grove
4366,2830,Dubbo West
4367,2830,Eschol
4368,2830,Eulomogo
4369,2830,Kickabil
4370,2830,Manera Heights
4371,2830,Minore
4372,2830,Mogriguy
4373,2830,Muronbung
4374,2830,Orana Heights
4375,2830,Rawsonville
4376,2830,Talbragar
4377,2830,Terramungamine
4378,2830,Toongi
4379,2830,Troy Junction
4380,2830,Whylandra Crossing
4381,2831,Armatree
4382,2831,Balladoran
4383,2831,Brenda
4384,2831,Bullagreen
4385,2831,Byrock
4386,2831,Carinda
4387,2831,Coolabah
4388,2831,Elong Elong
4389,2831,Eumungerie
4390,2831,Geurie
4391,2831,Girilambone
4392,2831,Goodooga
4393,2831,Hermidale
4394,2831,Merrygoen
4395,2831,Muriel
4396,2831,Neilrex
4397,2831,Nevertire
4398,2831,Nubingerie
4399,2831,Nymagee
4400,2831,Pine Clump
4401,2831,Ponto
4402,2831,Quambone
4403,2831,Terrabella
4404,2831,The Marra
4405,2831,Tooraweenah
4406,2831,Westella
4407,2831,Wongarbon
4408,2832,Angledool
4409,2832,Boorooma
4410,2832,Bulyeroi
4411,2832,Come By Chance
4412,2832,Cryon
4413,2832,Cumborah
4414,2832,Walgett
4415,2833,Collarenebri
4416,2834,Lightning Ridge
4417,2835,Bulla
4418,2835,Canbelego
4419,2835,Cobar
4420,2835,Cubba
4421,2835,Gilgunnia
4422,2835,Irymple
4423,2835,Kerrigundi
4424,2835,Kulwin
4425,2835,Lerida
4426,2835,Noona
4427,2835,Sandy Creek
4428,2835,Tindarey
4429,2836,Gemville
4430,2836,White Cliffs
4431,2836,Wilcannia
4432,2839,Brewarrina
4433,2839,Gongolgon
4434,2839,Weilmoringle
4435,2840,Barringun
4436,2840,Bourke
4437,2840,Enngonia
4438,2840,Fords Bridge
4439,2840,Gunderbooka
4440,2840,Louth
4441,2840,Tilpa
4442,2840,Urisino
4443,2840,Wanaaring
4444,2840,Yantabulla
4445,2842,Mendooran
4446,2842,New Mollyan
4447,2842,Yarragrin
4448,2843,Coolah
4449,2844,Birriwa
4450,2844,Cobbora
4451,2844,Dunedoo
4452,2844,Leadville
4453,2845,Angus Place
4454,2845,Wallerawang
4455,2846,Airly
4456,2846,Capertee
4457,2846,Glen Davis
4458,2846,Kangaroo Flat
4459,2846,Round Swamp
4460,2847,Pipers Flat
4461,2847,Portland
4462,2848,Brogans Creek
4463,2848,Charbon
4464,2848,Clandulla
4465,2848,Kandos
4466,2849,Bogee
4467,2849,Breakfast Creek
4468,2849,Budden
4469,2849,Bylong
4470,2849,Camboon
4471,2849,Carwell
4472,2849,Coggan
4473,2849,Coxs Creek
4474,2849,Coxs Crown
4475,2849,Dabee
4476,2849,Dungeree
4477,2849,Dunville Loop
4478,2849,Ginghi
4479,2849,Glen Alice
4480,2849,Growee
4481,2849,Kelgoola
4482,2849,Lee Creek
4483,2849,Mount Marsden
4484,2849,Murrumbo
4485,2849,Nullo Mountain
4486,2849,Olinda
4487,2849,Pinnacle Swamp
4488,2849,Pyangle
4489,2849,Reedy Creek
4490,2849,Rylstone
4491,2849,Upper Bylong
4492,2849,Upper Growee
4493,2849,Upper Nile
4494,2849,Wirraba
4495,2850,Aarons Pass
4496,2850,Apple Tree Flat
4497,2850,Avisford
4498,2850,Bara
4499,2850,Barigan
4500,2850,Ben Buckley
4501,2850,Bocoble
4502,2850,Bombira
4503,2850,Botobolar
4504,2850,Buckaroo
4505,2850,Budgee Budgee
4506,2850,Burrundulla
4507,2850,Caerleon
4508,2850,Canadian Lead
4509,2850,Carcalgong
4510,2850,Collingwood
4511,2850,Cooks Gap
4512,2850,Cooyal
4513,2850,Cross Roads
4514,2850,Cudgegong
4515,2850,Cullenbone
4516,2850,Cumbo
4517,2850,Erudgere
4518,2850,Eurunderee
4519,2850,Frog Rock
4520,2850,Galambine
4521,2850,Glen Ayr
4522,2850,Grattai
4523,2850,Green Gully
4524,2850,Gulgamree
4525,2850,Hargraves
4526,2850,Havilah
4527,2850,Hayes Gap
4528,2850,Hill End
4529,2850,Home Rule
4530,2850,Ilford
4531,2850,Kains Flat
4532,2850,Linburn
4533,2850,Long Creek
4534,2850,Lue
4535,2850,Maitland Bar
4536,2850,Menah
4537,2850,Meroo
4538,2850,Millsville
4539,2850,Milroy
4540,2850,Mogo
4541,2850,Monivae
4542,2850,Moolarben
4543,2850,Mount Frome
4544,2850,Mount Knowles
4545,2850,Mudgee
4546,2850,Mullamuddy
4547,2850,Munghorn
4548,2850,Murragamba
4549,2850,Piambong
4550,2850,Putta Bucca
4551,2850,Pyramul
4552,2850,Queens Pinch
4553,2850,Razorback
4554,2850,Riverlea
4555,2850,Running Stream
4556,2850,Sallys Flat
4557,2850,Spring Flat
4558,2850,St Fillans
4559,2850,Stony Creek
4560,2850,Tambaroora
4561,2850,Tichular
4562,2850,Totnes Valley
4563,2850,Triamble
4564,2850,Turill
4565,2850,Twelve Mile
4566,2850,Ulan
4567,2850,Ullamalla
4568,2850,Wilbetree
4569,2850,Wilpinjong
4570,2850,Windeyer
4571,2850,Wollar
4572,2850,Worlds End
4573,2850,Yarrabin
4574,2850,Yarrawonga
4575,2852,Barneys Reef
4576,2852,Beryl
4577,2852,Biraganbil
4578,2852,Bungaba
4579,2852,Cope
4580,2852,Cumbandry
4581,2852,Goolma
4582,2852,Gulgong
4583,2852,Mebul
4584,2852,Merotherie
4585,2852,Stubbo
4586,2852,Tallawang
4587,2852,Two Mile Flat
4588,2864,Boree
4589,2864,Bowan Park
4590,2864,Cudal
4591,2864,Murga
4592,2864,Toogong
4593,2865,Gumble
4594,2865,Manildra
4595,2866,Amaroo
4596,2866,Boomey
4597,2866,Cundumbul
4598,2866,Euchareena
4599,2866,Garra
4600,2866,Larras Lee
4601,2866,Molong
4602,2866,The Shades
4603,2866,Warnecliffe
4604,2867,Baldry
4605,2867,Cumnock
4606,2867,Eurimbula
4607,2867,Yullundry
4608,2868,Bournewood
4609,2868,Obley
4610,2868,Yeoval
4611,2869,Mungery
4612,2869,Peak Hill
4613,2869,Tomingley
4614,2869,Trewilga
4615,2870,Alectown
4616,2870,Beargamil
4617,2870,Bindogundra
4618,2870,Brolgan
4619,2870,Bumberry
4620,2870,Cookamidgera
4621,2870,Cooks Myalls
4622,2870,Daroobalgie
4623,2870,Goobang
4624,2870,Goonumbla
4625,2870,Kadina
4626,2870,Mandagery
4627,2870,Mickibri
4628,2870,Mugincoble
4629,2870,Nanardine
4630,2870,Parkes
4631,2870,Parkesborough
4632,2870,Shallow Rush
4633,2870,Tichborne
4634,2871,Bandon
4635,2871,Bedgerebong
4636,2871,Bundaburrah
4637,2871,Calarie
4638,2871,Carrawabbity
4639,2871,Corinella
4640,2871,Cumbijowa
4641,2871,Fairholme
4642,2871,Forbes
4643,2871,Garema
4644,2871,Grawlin
4645,2871,Gunning Gap
4646,2871,Jemalong
4647,2871,Mulyandry
4648,2871,Ooma
4649,2871,Warroo
4650,2871,Weelong
4651,2871,Wirrinya
4652,2871,Yarragong
4653,2873,Albert
4654,2873,Lansdale
4655,2873,Tottenham
4656,2874,Tullamore
4657,2874,Yethera
4658,2875,Bruie Plains
4659,2875,Fifield
4660,2875,Ootha
4661,2875,The Troffs
4662,2875,Trundle
4663,2875,Yarrabandai
4664,2876,Bogan Gate
4665,2876,Botfields
4666,2876,Gunningbland
4667,2876,Nelungaloo
4668,2877,Condobolin
4669,2877,Derriwong
4670,2877,Eremerang
4671,2877,Euabalong
4672,2877,Euabalong West
4673,2877,Kiacatoo
4674,2877,Milby
4675,2877,Mount Hope
4676,2877,Mulguthrie
4677,2878,Beilpajah
4678,2878,Conoble
4679,2878,Ivanhoe
4680,2878,Manara
4681,2878,Mossgiel
4682,2878,Trida
4683,2879,Copi Hollow
4684,2879,Menindee
4685,2880,Broken Hill
4686,2880,Broken Hill North
4687,2880,Broken Hill West
4688,2880,Burns
4689,2880,Cameron Corner
4690,2880,Euriowie
4691,2880,Kinalung
4692,2880,Little Topar
4693,2880,Mount Gipps
4694,2880,Silverton
4695,2880,South Broken Hill
4696,2880,Stephens Creek
4697,2880,Tibooburra
4698,2898,Lord Howe Island
4699,2899,Norfolk Island
4700,2900,Greenway
4701,2900,Tuggeranong
4702,2902,Kambah
4703,2903,Erindale Centre
4704,2903,Oxley
4705,2903,Wanniassa
4706,2904,Fadden
4707,2904,Gowrie
4708,2904,Macarthur
4709,2904,Monash
4710,2905,Bonython
4711,2905,Calwell
4712,2905,Chisholm
4713,2905,Gilmore
4714,2905,Isabella Plains
4715,2905,Richardson
